Epoch,Precision,Recall,F1 Score,Loss
1,0.0019715578539107946,0.0027472527472527475,0.0022956495559235284,3.5461044914119846
2,0.023753369272237198,0.017857142857142856,0.02038750722961249,9.14927147770976
3,0.0019715578539107946,0.0027472527472527475,0.0022956495559235284,19.77548370256529
4,0.0056595190523761945,0.004120879120879121,0.004769170637843688,31.183601269355187
