Epoch,Precision,Recall,F1 Score,Loss
1,0.998630862601451,0.9986263736263736,0.998626684910205,0.04183720918065244
2,0.9986296133112171,0.9986263736263736,0.998626056731744,0.0073344017013020416
3,0.998630862601451,0.9986263736263736,0.998626684910205,0.0020625322195022117
4,0.9972706446647814,0.9972527472527473,0.9972539811890244,0.006521184929036105
5,1.0,1.0,1.0,0.0013510457899372432
6,1.0,1.0,1.0,0.0012054424256796043
